PERMIT NUMBER,PERMIT TYPE,PERMIT STATUS,PERMIT SUB-TYPE,WORK DESCRIPTION,PERMIT ISSUE DATE,ESTIMATED VALUE OF WORK,STATE VALUATION,CONTRACTOR,LOCATION,COUNT
W 15-006591-WAV,"Warm Air, Ventilation & General Sheet ",Inspected,Warm Air & Ventilation,Residential New,"THURSDAY, FEBRUARY 19, 2015",$738100.00,,Wenzel Heating and A/C FORCED AIR INC,"1555 SELBY AVE - The Vintage on Selby
Saint Paul, MN
(44.946583, -93.165944)",1
W 15-007409-GSM,"Warm Air, Ventilation & General Sheet ",Inspected,General Sheet Metal,Commercial Repair/Alter,"THURSDAY, FEBRUARY 19, 2015",$1000.00,,DAVE RUSSELL RIVERSIDE MECHANICAL INC,"1874 SUMMIT AVE
Saint Paul, MN
(44.941361, -93.179601)",1
W 15-008903-WAV,"Warm Air, Ventilation & General Sheet ",Inspected,Warm Air & Ventilation,Residential Replace,"THURSDAY, FEBRUARY 19, 2015",$8000.00,,JODI SUPER SUPER HEATING AND COOLING,"1890 SUMMIT AVE
Saint Paul, MN
(44.941363, -93.180159)",1
W 15-009675-WRM,"Warm Air, Ventilation & General Sheet ",Inspected,Warm Air Only,Residential Repair/Alter,"THURSDAY, FEBRUARY 19, 2015",$2400.00,,JAMES BOEHM BOEHM HEATING CO,"1622 BEECHWOOD AVE
Saint Paul, MN
(44.915233, -93.168879)",1
W 15-009974-VEN,"Warm Air, Ventilation & General Sheet ",Inspected,Ventilation Only,Residential Repair/Alter,"THURSDAY, FEBRUARY 19, 2015",$1500.00,,JIM VOGELSBERG SAYLER HEATING & AIR CONDITIONING INC,"597 MOUNT CURVE BLVD
Saint Paul, MN
(44.92359, -93.195074)",1
W 15-010536-VEN,"Warm Air, Ventilation & General Sheet ",Inspected,Ventilation Only,Residential Repair/Alter,"THURSDAY, FEBRUARY 19, 2015",$850.00,,BENJAMIN STERN STERN HEATING & COOLING INC,"798 GERANIUM AVE E
Saint Paul, MN
(44.975712, -93.06684)",1
W 15-010832-VEN,"Warm Air, Ventilation & General Sheet ",Inspected,Ventilation Only,Residential New,"THURSDAY, FEBRUARY 19, 2015",$635.00,,Mr Eric Mattren APOLLO HEATING AND VENTILATING,"1563 PORTLAND AVE
Saint Paul, MN
(44.94292, -93.166176)",1
B 15-013454-RPR,Building Permit,Active/Issued,Commercial,Repair,"THURSDAY, FEBRUARY 26, 2015",$25000.00,$25000.00,Jackson Partners Llc,"345 JACKSON ST - JACKSON STREET RAMP
Saint Paul, MN
",1
B 15-013555-REM,Building Permit,Active/Issued,Single Family Dwelling,Remodel,"THURSDAY, FEBRUARY 26, 2015",$24500.00,$24500.00,STEVE DAHL CONSTRUCTION,"710 KENNETH ST
Saint Paul, MN
(44.920156, -93.184673)",1
B 15-013676-EXP,Building Permit,Active/Issued,Single Family Dwelling,Express Repair,"THURSDAY, FEBRUARY 26, 2015",,$3200.00,NEW WINDOWS FOR AMERICA,"292 SIDNEY ST E
Saint Paul, MN
(44.923961, -93.07286)",1
B 15-010944-REM,Building Permit,Inspected,Commercial,Remodel,"THURSDAY, FEBRUARY 26, 2015",$1000000.00,$1000000.00,GREINER CONSTRUCTION INC,"332 MINNESOTA ST - FIRST NATIONAL BANK BUILDING
Saint Paul, MN
(44.94645, -93.091675)",1
B 15-012984-REM,Building Permit,Inspected,Single Family Dwelling,Remodel,"THURSDAY, FEBRUARY 26, 2015",$26000.00,$26000.00,COLLEGE CITY DESIGN BUILD INC,"1675 HARTFORD AVE
Saint Paul, MN
(44.923376, -93.171075)",1
B 15-013479-EXP,Building Permit,Inspected,Single Family Dwelling,Express Repair,"THURSDAY, FEBRUARY 26, 2015",,$5600.00,INTEGRITY HOME IMPROVEMENTS INC,"1468 COHANSEY ST
Saint Paul, MN
(44.985559, -93.119816)",1
B 15-013545-REM,Building Permit,Inspected,Single Family Dwelling,Remodel,"THURSDAY, FEBRUARY 26, 2015",$27829.00,$27829.00,JAMES L PATSCH CONSTRUCTION INC,"125 EXETER PLACE
Saint Paul, MN
(44.945364, -93.194098)",1
B 15-013549-EXP,Building Permit,Inspected,Single Family Dwelling,Express Repair,"THURSDAY, FEBRUARY 26, 2015",,$4950.00,RITE WAY WATERPROOFING,"755 LEXINGTON PKWY S
Saint Paul, MN
(44.918864, -93.147178)",1
B 15-013556-RPR,Building Permit,Inspected,Single Family Dwelling,Repair,"THURSDAY, FEBRUARY 26, 2015",$25000.00,$25000.00,JOHN W SCHLEE REMODELING LLC,"597 MOUNT CURVE BLVD
Saint Paul, MN
(44.92359, -93.195074)",1
BS 14-199805-SGN,Billboard / Sign,Active/Issued,Signs,Commercial New,"THURSDAY, FEBRUARY 26, 2015",$2500.00,,GRADY MCCORKEL BRITE IMAGE SIGN CO,"1010 PAYNE AVE - SUI YEP CAFE
Saint Paul, MN
(44.97168, -93.073524)",1
E 15-013408-ELC,Electrical Permit,Active/Issued,Electrical,Residential Repair/Alter,"THURSDAY, FEBRUARY 26, 2015",$200.00,,ST JOSEPH ELECTRIC INC,"1831 COLVIN AVE
Saint Paul, MN
(44.907823, -93.176842)",1
E 15-013409-ELC,Electrical Permit,Active/Issued,Electrical,Residential Repair/Alter,"THURSDAY, FEBRUARY 26, 2015",$200.00,,ST JOSEPH ELECTRIC INC,"974 JENKS AVE
Saint Paul, MN
(44.971235, -93.059457)",1
E 15-013517-S&C,Electrical Permit,Active/Issued,Service & Circuits ,Commercial Repair/Alter,"THURSDAY, FEBRUARY 26, 2015",$250.00,,ST JOSEPH ELECTRIC INC,"349 WABASHA ST N - Lowry Parking Ramp
Saint Paul, MN
",1
E 15-013533-ELC,Electrical Permit,Active/Issued,Electrical,Residential Repair/Alter,"THURSDAY, FEBRUARY 26, 2015",$1000.00,,DYNAMIC ELECTRIC DESIGN LLC,"1591 IVY AVE E
Saint Paul, MN
(44.981127, -93.033342)",1
E 15-013582-ELC,Electrical Permit,Active/Issued,Electrical,Commercial Repair/Alter,"THURSDAY, FEBRUARY 26, 2015",$2500.00,,ELECTRIC CITY CORPORATION,"933 PAYNE AVE - TORTILLERIA LA PERLA
Saint Paul, MN
",1
E 15-013669-ELC,Electrical Permit,Active/Issued,Electrical,Residential Repair/Alter,"THURSDAY, FEBRUARY 26, 2015",$175.00,,WADE SEDGWICK PRONTO HEATING & AIR CONDITIONING INC,"1167 MARYLAND AVE E
Saint Paul, MN
(44.977552, -93.0512)",1
M 14-353077-GAS,Mechanical Permit,Active/Issued,Gas,Residential Replace,"THURSDAY, FEBRUARY 26, 2015",$1500.00,,FISHER MICHAEL MIKE'S CUSTOM MECHANICAL INC,"756 DELAWARE AVE
Saint Paul, MN
(44.923172, -93.105864)",1
M 15-010904-GAS,Mechanical Permit,Active/Issued,Gas,Residential Replace,"THURSDAY, FEBRUARY 26, 2015",$300.00,,BRIAN NERISON KB SERVICE CO INC,"299 MORNINGSIDE CIRCLE
Saint Paul, MN
(44.932089, -93.008046)",1
M 15-011071-GAS,Mechanical Permit,Active/Issued,Gas,Residential Replace,"THURSDAY, FEBRUARY 26, 2015",$3189.00,,WALTER BONFE BONFES PLBG & HTG INC,"1988 HILDING AVE
Saint Paul, MN
(44.940282, -93.016003)",1
M 15-011809-GAS,Mechanical Permit,Active/Issued,Gas,Residential Replace,"THURSDAY, FEBRUARY 26, 2015",$2000.00,,BUSBY DASENT MESPO HEATING & COOLING,"1126 ALBEMARLE ST
Saint Paul, MN
(44.975093, -93.107182)",1
M 15-011818-REF,Mechanical Permit,Active/Issued,Refrigeration,Residential Replace,"THURSDAY, FEBRUARY 26, 2015",$2500.00,,BUSBY DASENT MESPO HEATING & COOLING,"1126 ALBEMARLE ST
Saint Paul, MN
(44.975093, -93.107182)",1
M 15-012049-GAS,Mechanical Permit,Active/Issued,Gas,Residential Replace,"THURSDAY, FEBRUARY 26, 2015",$1900.00,,JOANN ZINKEN CENTERPOINT ENERGY MINNEGASCO,"323 LAFOND AVE
Saint Paul, MN
(44.960423, -93.113753)",1
M 15-012080-GAS,Mechanical Permit,Active/Issued,Gas,Residential Replace,"THURSDAY, FEBRUARY 26, 2015",$3000.00,,GREGORY RYAN RYAN PLUMBING & HEATING CO,"921 BIRMINGHAM ST
Saint Paul, MN
(44.969091, -93.040634)",1
M 15-012149-GAS,Mechanical Permit,Active/Issued,Gas,Residential Replace,"THURSDAY, FEBRUARY 26, 2015",$4364.00,,WALTER BONFE BONFES PLBG & HTG INC,"1361 VAN BUREN AVE
Saint Paul, MN
(44.962036, -93.157771)",1
M 15-012150-STM,Mechanical Permit,Active/Issued,Steam or Hot Water,Residential Replace,"THURSDAY, FEBRUARY 26, 2015",$4364.00,,WALTER BONFE BONFES PLBG & HTG INC,"1361 VAN BUREN AVE
Saint Paul, MN
(44.962036, -93.157771)",1
M 15-012330-GAS,Mechanical Permit,Active/Issued,Gas,Residential Replace,"THURSDAY, FEBRUARY 26, 2015",$300.00,,BRIAN NERISON KB SERVICE CO INC,"585 GALTIER ST
Saint Paul, MN
(44.958771, -93.110594)",1
M 15-012386-GAS,Mechanical Permit,Active/Issued,Gas,Residential Replace,"THURSDAY, FEBRUARY 26, 2015",$300.00,,BRIAN NERISON KB SERVICE CO INC,"904 WESTERN AVE N
Saint Paul, MN
(44.968522, -93.11611)",1
M 15-012781-STM,Mechanical Permit,Active/Issued,Steam or Hot Water,Commercial Replace,"THURSDAY, FEBRUARY 26, 2015",$37500.00,,JOHN DEBLON YALE MECHANICAL INC,"400 SIBLEY ST - PARK SQUARE COURT
Saint Paul, MN
",1
M 15-012873-GAS,Mechanical Permit,Active/Issued,Gas,Residential Replace,"THURSDAY, FEBRUARY 26, 2015",$150.00,,ROBERT UNDERDAHL ASSURED COMFORT HEATING & AIR COND LLC,"1356 LAFOND AVE
Saint Paul, MN
(44.960196, -93.15748)",1
M 15-013557-PIP,Mechanical Permit,Active/Issued,Other Piping Systems,Commercial Replace,"THURSDAY, FEBRUARY 26, 2015",$55415.00,,CRAIG HOLMER ALLIANCE MECHANICAL SERVICES INC,"1282 KAUFMAN DRIVE - Aquatic Animal Building
Saint Paul, MN
(44.981725, -93.149332)",1
M 15-004390-REF,Mechanical Permit,Inspected,Refrigeration,Residential Replace,"THURSDAY, FEBRUARY 26, 2015",$6000.00,,BENJAMIN STERN STERN HEATING & COOLING INC,"986 SUMMIT AVE
Saint Paul, MN
(44.941386, -93.141825)",1
M 15-012751-GAS,Mechanical Permit,Inspected,Gas,Commercial Replace,"THURSDAY, FEBRUARY 26, 2015",$5000.00,,CURTIS BREKKE AIRTECH THERMEX LLC,"800 TRANSFER ROAD
Saint Paul, MN
(44.964481, -93.185743)",1
M 15-012808-GAS,Mechanical Permit,Inspected,Gas,Residential Replace,"THURSDAY, FEBRUARY 26, 2015",$3762.00,,TED FERRARA STANDARD HEATING & AIR CONDITIONING INC,"957 ORANGE AVE E
Saint Paul, MN
(44.979314, -93.060163)",1
PG 15-011130-PLB,Plumbing/Gasfitting/Inside Water Piping,Active/Issued,Plumbing/Inside Water (All),Residential Replace,"THURSDAY, FEBRUARY 26, 2015",$200.00,,TROY GOOD CHAMPION PLUMBING LLC,"1349 MCAFEE ST
Saint Paul, MN
(44.982, -93.044398)",1
PG 15-011670-PLB,Plumbing/Gasfitting/Inside Water Piping,Active/Issued,Plumbing/Inside Water (All),Residential Replace,"THURSDAY, FEBRUARY 26, 2015",$978.00,,DARLENE WHITEHEAD H2C,"320 SELBY AVE
Saint Paul, MN
(44.946539, -93.113278)",1
PG 15-012561-PLB,Plumbing/Gasfitting/Inside Water Piping,Active/Issued,Plumbing/Inside Water (All),Residential Replace,"THURSDAY, FEBRUARY 26, 2015",$200.00,,TROY GOOD CHAMPION PLUMBING LLC,"554 CALIFORNIA AVE E
Saint Paul, MN
(44.991123, -93.077195)",1
PG 15-013004-PLB,Plumbing/Gasfitting/Inside Water Piping,Active/Issued,Plumbing/Inside Water (All),Residential Replace,"THURSDAY, FEBRUARY 26, 2015",$500.00,,TROY GOOD CHAMPION PLUMBING LLC,"42 DARLENE ST
Saint Paul, MN
(44.942389, -93.018907)",1
PG 15-013008-GSF,Plumbing/Gasfitting/Inside Water Piping,Active/Issued,Gasfitting Only,Residential Replace,"THURSDAY, FEBRUARY 26, 2015",$200.00,,KEITH HOLL HOLL-TEC INSTALLATION LLC,"1854 BUSH AVE
Saint Paul, MN
(44.964868, -93.020042)",1
PG 15-013010-GSF,Plumbing/Gasfitting/Inside Water Piping,Active/Issued,Gasfitting Only,Residential Replace,"THURSDAY, FEBRUARY 26, 2015",$200.00,,KEITH HOLL HOLL-TEC INSTALLATION LLC,"1427 PROSPERITY AVE
Saint Paul, MN
(44.984268, -93.0358)",1
PG 15-013012-PLB,Plumbing/Gasfitting/Inside Water Piping,Active/Issued,Plumbing/Inside Water (All),Residential Replace,"THURSDAY, FEBRUARY 26, 2015",$200.00,,KEITH HOLL HOLL-TEC INSTALLATION LLC,"2139 ST CLAIR AVE
Saint Paul, MN
(44.93433, -93.190819)",1
PG 15-013350-GSF,Plumbing/Gasfitting/Inside Water Piping,Active/Issued,Gasfitting Only,Residential Replace,"THURSDAY, FEBRUARY 26, 2015",$4351.00,,LEAH LODERMEIER FIRESIDE HEARTH & HOME,"2155 BOXWOOD AVE
Saint Paul, MN
(44.905155, -93.007324)",1
PG 15-013451-GSF,Plumbing/Gasfitting/Inside Water Piping,Active/Issued,Gasfitting Only,Residential Replace,"THURSDAY, FEBRUARY 26, 2015",$200.00,,KEITH HOLL HOLL-TEC INSTALLATION LLC,"1736 PRINCETON AVE
Saint Paul, MN
(44.936174, -93.173753)",1
PG 15-009952-PLB,Plumbing/Gasfitting/Inside Water Piping,Inspected,Plumbing/Inside Water (All),Commercial Replace,"THURSDAY, FEBRUARY 26, 2015",$89040.00,,RON ERICKSON ERICKSON PLUMBING HEATING COOLING INC,"1910 BURNS AVE
Saint Paul, MN
(44.948673, -93.018984)",1
PG 15-010437-PLB,Plumbing/Gasfitting/Inside Water Piping,Inspected,Plumbing/Inside Water (All),Commercial Replace,"THURSDAY, FEBRUARY 26, 2015",$69960.00,,RON ERICKSON ERICKSON PLUMBING HEATING COOLING INC,"1930 BURNS AVE
Saint Paul, MN
(44.948656, -93.018207)",1
PG 15-010440-PLB,Plumbing/Gasfitting/Inside Water Piping,Inspected,Plumbing/Inside Water (All),Commercial Replace,"THURSDAY, FEBRUARY 26, 2015",$50880.00,,RON ERICKSON ERICKSON PLUMBING HEATING COOLING INC,"1970 BURNS AVE
Saint Paul, MN
(44.948663, -93.016651)",1
PG 15-010443-PLB,Plumbing/Gasfitting/Inside Water Piping,Inspected,Plumbing/Inside Water (All),Commercial Replace,"THURSDAY, FEBRUARY 26, 2015",$54060.00,,RON ERICKSON ERICKSON PLUMBING HEATING COOLING INC,"1990 BURNS AVE
Saint Paul, MN
(44.948655, -93.015874)",1
PG 15-011861-PLB,Plumbing/Gasfitting/Inside Water Piping,Inspected,Plumbing/Inside Water (All),Residential Replace,"THURSDAY, FEBRUARY 26, 2015",$200.00,,TROY GOOD CHAMPION PLUMBING LLC,"1033 MINNEHAHA AVE E
Saint Paul, MN
(44.963035, -93.056862)",1
PG 15-012934-PLB,Plumbing/Gasfitting/Inside Water Piping,Inspected,Plumbing/Inside Water (All),Residential Replace,"THURSDAY, FEBRUARY 26, 2015",$1500.00,,Stephanie A Vanvorst,"1849 SAUNDERS AVE
Saint Paul, MN
(44.914328, -93.178534)",1
PG 15-013009-GSF,Plumbing/Gasfitting/Inside Water Piping,Inspected,Gasfitting Only,Residential Replace,"THURSDAY, FEBRUARY 26, 2015",$200.00,,KEITH HOLL HOLL-TEC INSTALLATION LLC,"670 OTTAWA AVE
Saint Paul, MN
(44.925862, -93.103267)",1
PG 15-013110-PLB,Plumbing/Gasfitting/Inside Water Piping,Inspected,Plumbing/Inside Water (All),Residential Replace,"THURSDAY, FEBRUARY 26, 2015",$9000.00,,JAMES ALBERTS A J ALBERTS PLUMBING INC,"961 OSCEOLA AVE
Saint Paul, MN
(44.935686, -93.140629)",1
PG 15-013193-GSF,Plumbing/Gasfitting/Inside Water Piping,Inspected,Gasfitting Only,Residential Replace,"THURSDAY, FEBRUARY 26, 2015",$1000.00,,GREG MARTIN MN PLUMBING & APPLIANCES INC,"612 HILLWOOD COURT
Saint Paul, MN
(44.922613, -93.00628)",1
PG 15-013273-PLB,Plumbing/Gasfitting/Inside Water Piping,Inspected,Plumbing/Inside Water (All),Residential Alter,"THURSDAY, FEBRUARY 26, 2015",$1500.00,,GREGORY RYAN RYAN PLUMBING & HEATING CO,"1307 ENGLEWOOD AVE
Saint Paul, MN
(44.963832, -93.155387)",1
W 15-012926-VEN,"Warm Air, Ventilation & General Sheet ",Active/Issued,Ventilation Only,Commercial Repair/Alter,"THURSDAY, FEBRUARY 26, 2015",$500.00,,SWAT ENVIRONMENTAL,"1668 SELBY AVE
Saint Paul, MN
(44.946563, -93.171051)",1
W 15-012933-VEN,"Warm Air, Ventilation & General Sheet ",Active/Issued,Ventilation Only,Residential Replace,"THURSDAY, FEBRUARY 26, 2015",$500.00,,Stephanie A Vanvorst,"1849 SAUNDERS AVE
Saint Paul, MN
(44.914328, -93.178534)",1
W 15-013307-WRM,"Warm Air, Ventilation & General Sheet ",Active/Issued,Warm Air Only,Residential Replace,"THURSDAY, FEBRUARY 26, 2015",$3000.00,,JAMES BOEHM BOEHM HEATING CO,"1168 THOMAS AVE
Saint Paul, MN
(44.959367, -93.149662)",1
W 15-013316-WRM,"Warm Air, Ventilation & General Sheet ",Active/Issued,Warm Air Only,Residential Replace,"THURSDAY, FEBRUARY 26, 2015",$3000.00,,BRIAN NERISON KB SERVICE CO INC,"1356 ARLINGTON AVE E
Saint Paul, MN
(44.984781, -93.043461)",1
W 15-013328-WRM,"Warm Air, Ventilation & General Sheet ",Active/Issued,Warm Air Only,Residential Replace,"THURSDAY, FEBRUARY 26, 2015",$3000.00,,BRIAN NERISON KB SERVICE CO INC,"1986 FAIRMOUNT AVE
Saint Paul, MN
(44.937036, -93.184235)",1
W 15-013287-VEN,"Warm Air, Ventilation & General Sheet ",Inspected,Ventilation Only,Residential Replace,"THURSDAY, FEBRUARY 26, 2015",$300.00,,Mr GEORGE CARLSON TEAM MECHANICAL INC,"50 OTIS AVE
Saint Paul, MN
(44.943793, -93.195041)",1
M 14-356459-GAS,Mechanical Permit,Active/Issued,Gas,Residential Repair/Alter,"THURSDAY, JANUARY 01, 2015",$500.00,,LAKES GAS CO,"525 THOMAS AVE - St. Agnes
Saint Paul, MN
",1
PG 14-356027-PLB,Plumbing/Gasfitting/Inside Water Piping,Active/Issued,Plumbing/Inside Water (All),Residential Replace,"THURSDAY, JANUARY 01, 2015",$200.00,,KEITH HOLL HOLL-TEC INSTALLATION LLC,"559 ORANGE AVE W
Saint Paul, MN
(44.979166, -93.123518)",1
PG 14-356265-GSF,Plumbing/Gasfitting/Inside Water Piping,Active/Issued,Gasfitting Only,Residential Replace,"THURSDAY, JANUARY 01, 2015",$200.00,,KEITH HOLL HOLL-TEC INSTALLATION LLC,"452 THOMAS AVE
Saint Paul, MN
(44.959362, -93.119343)",1
B 15-001057-RPR,Building Permit,Active/Issued,Accessory Structure,Repair,"THURSDAY, JANUARY 08, 2015",$23052.00,$23052.00,DAN JERNBERG ALL ELEMENTS INC,"380 LARPENTEUR AVE W
Saint Paul, MN
(44.991816, -93.115496)",1
B 15-001208-RPR,Building Permit,Active/Issued,Single Family Dwelling,Repair,"THURSDAY, JANUARY 08, 2015",$21200.00,$21200.00,BEISSEL WINDOW & SIDING CO,"1705 PORTLAND AVE
Saint Paul, MN
(44.942901, -93.172366)",1
B 15-001574-RPR,Building Permit,Active/Issued,Single Family Dwelling,Repair,"THURSDAY, JANUARY 08, 2015",$8144.00,$8144.00,Dennis Dantis SUSTAINMAX LLC,"1497 MIDWAY PKWY
Saint Paul, MN
(44.981183, -93.163506)",1
B 15-001578-RPR,Building Permit,Active/Issued,Single Family Dwelling,Repair,"THURSDAY, JANUARY 08, 2015",$1314.00,$1314.00,Dennis Dantis SUSTAINMAX LLC,"1056 SEMINARY AVE
Saint Paul, MN
(44.964814, -93.144879)",1
B 15-001786-EXP,Building Permit,Active/Issued,Single Family Dwelling,Express Repair,"THURSDAY, JANUARY 08, 2015",,$2206.00,SEARS HOME IMPROVEMENT PRODUCTS INC,"1543 OLD HUDSON ROAD
Saint Paul, MN
(44.953218, -93.035167)",1
B 14-356133-RPR,Building Permit,Inspected,Single Family Dwelling,Repair,"THURSDAY, JANUARY 08, 2015",$1925.00,$1925.00,COMMUNITY ACTION PARTNERHSHIP RAMSEY AND WASHINGTON,"1039 MARYLAND AVE E
Saint Paul, MN
(44.977538, -93.056723)",1
B 15-001220-REM,Building Permit,Inspected,Accessory Structure,Remodel,"THURSDAY, JANUARY 08, 2015",$86000.00,$86000.00,Thomas R Youngren Trustee,"60 ORME COURT
Saint Paul, MN
(44.908438, -93.179344)",1
B 15-001675-RPR,Building Permit,Inspected,Single Family Dwelling,Repair,"THURSDAY, JANUARY 08, 2015",$25000.00,$25000.00,MAK BUILDERS INC,"240 GEORGE ST W
Saint Paul, MN
(44.9296, -93.095601)",1
B 15-001734-REM,Building Permit,Inspected,Single Family Dwelling,Remodel,"THURSDAY, JANUARY 08, 2015",$15000.00,$15000.00,Andrew Mccabe,"1186 LINCOLN AVE
Saint Paul, MN
(44.938919, -93.150208)",1
BS 14-353006-TMP,Billboard / Sign,Active/Issued,Temporary Sign,Commercial New,"THURSDAY, JANUARY 08, 2015",$200.00,,JEFF KNUTSON TWIN CITIES SIGN INSTALLATIONS LLC,"261 5TH ST E - RAYETTE BUILDING PARKING RAMP
Saint Paul, MN
",1
BS 14-331677-SGN,Billboard / Sign,Inspected,Signs,Commercial New,"THURSDAY, JANUARY 08, 2015",$2500.00,,CHOU VANG A-SIGN & SCREEN PRINTING CO,"225 UNIVERSITY AVE W - PAJTAWG
Saint Paul, MN
(44.955846, -93.109979)",1
E 15-001658-S&C,Electrical Permit,Active/Issued,Service & Circuits ,Residential Repair/Alter,"THURSDAY, JANUARY 08, 2015",$200.00,,Spark Electric Co,"1326 REANEY AVE
Saint Paul, MN
(44.964021, -93.044587)",1
E 15-001665-S&C,Electrical Permit,Active/Issued,Service & Circuits ,Residential Repair/Alter,"THURSDAY, JANUARY 08, 2015",$495.00,,Spark Electric Co,"1981 YORKSHIRE COURT
Saint Paul, MN
(44.911505, -93.183191)",1
E 15-001710-ELC,Electrical Permit,Active/Issued,Electrical,Residential Repair/Alter,"THURSDAY, JANUARY 08, 2015",$250.00,,ELECTRIC CITY CORPORATION,"2184 EDGEBROOK AVE
Saint Paul, MN
(44.937827, -93.007943)",1
E 15-001525-ELC,Electrical Permit,Inspected,Electrical,Residential Repair/Alter,"THURSDAY, JANUARY 08, 2015",$5440.00,,Scott Freer Scott Freer Electric Co,"987 COMO BLVD E
Saint Paul, MN
(44.976745, -93.135627)",1
E 15-001556-ELC,Electrical Permit,Inspected,Electrical,Residential Repair/Alter,"THURSDAY, JANUARY 08, 2015",$11000.00,,Dehmer Tri Star Inc,"1890 SUMMIT AVE
Saint Paul, MN
(44.941363, -93.180159)",1
E 15-001559-ELC,Electrical Permit,Inspected,Electrical,Commercial Repair/Alter,"THURSDAY, JANUARY 08, 2015",$5000.00,,AARON GUNDERSON / BOB GRILL Hunt Electric Corporation,"680 7TH ST E - CARBONE'S PIZZA
Saint Paul, MN
(44.958161, -93.073622)",1
E 15-001565-ELC,Electrical Permit,Inspected,Electrical,Commercial New,"THURSDAY, JANUARY 08, 2015",$400000.00,,MUSKA ELECTRIC COMPANY,"740 7TH ST E - Mississippi Market
Saint Paul, MN
(44.959502, -93.070858)",1
E 15-001572-S&C,Electrical Permit,Inspected,Service & Circuits ,Residential Repair/Alter,"THURSDAY, JANUARY 08, 2015",$2000.00,,Spark Electric Co,"1896 PALACE AVE
Saint Paul, MN
(44.928839, -93.180561)",1
PG 14-356874-PLB,Plumbing/Gasfitting/Inside Water Piping,Active/Issued,Plumbing/Inside Water (All),Residential Replace,"THURSDAY, JANUARY 08, 2015",$200.00,,TROY GOOD CHAMPION PLUMBING LLC,"389 ROY ST N
Saint Paul, MN
(44.953027, -93.16836)",1
W 15-000201-VEN,"Warm Air, Ventilation & General Sheet ",Active/Issued,Ventilation Only,Residential Repair/Alter,"THURSDAY, JANUARY 08, 2015",$200.00,,ANDREW MAGGI A & M MECHANICAL LLC,"131 ARCH ST E - Mount Airy Public Housing
Saint Paul, MN
",1
W 15-000212-WRM,"Warm Air, Ventilation & General Sheet ",Active/Issued,Warm Air Only,Residential Replace,"THURSDAY, JANUARY 08, 2015",$3000.00,,BRIAN NERISON KB SERVICE CO INC,"2278 LONG AVE
Saint Paul, MN
(44.966586, -93.194976)",1
W 15-001303-VEN,"Warm Air, Ventilation & General Sheet ",Active/Issued,Ventilation Only,Residential Repair/Alter,"THURSDAY, JANUARY 08, 2015",$243.00,,TED FERRARA STANDARD HEATING & AIR CONDITIONING INC,"1810 CLEAR AVE
Saint Paul, MN
(44.982013, -93.023859)",1
W 15-001339-WRM,"Warm Air, Ventilation & General Sheet ",Active/Issued,Warm Air Only,Commercial Replace,"THURSDAY, JANUARY 08, 2015",$8082.00,,TED FERRARA STANDARD HEATING & AIR CONDITIONING INC,"501 LYNNHURST AVE W
Saint Paul, MN
(44.956377, -93.180525)",1
W 15-001436-WRM,"Warm Air, Ventilation & General Sheet ",Active/Issued,Warm Air Only,Residential Replace,"THURSDAY, JANUARY 08, 2015",$7513.00,,SCOT HENDRICKS HOFFMAN REFRIGERATION & HEATING,"1812 MINNEHAHA AVE E
Saint Paul, MN
(44.963074, -93.023941)",1
W 15-000780-WAV,"Warm Air, Ventilation & General Sheet ",Inspected,Warm Air & Ventilation,Residential Replace,"THURSDAY, JANUARY 08, 2015",$3000.00,,RON ERICKSON ERICKSON PLUMBING HEATING COOLING INC,"1044 MINNEHAHA AVE W
Saint Paul, MN
(44.962996, -93.144432)",1
W 15-001532-VEN,"Warm Air, Ventilation & General Sheet ",Inspected,Ventilation Only,Commercial Repair/Alter,"THURSDAY, JANUARY 08, 2015",$3950.00,,BRENT JOHNSON / TIM MCHUGO WENCL SERVICES INC,"600 FAIRVIEW AVE N
Saint Paul, MN
(44.959411, -93.177249)",1
B 15-002555-REM,Building Permit,Active/Issued,Single Family Dwelling,Remodel,"THURSDAY, JANUARY 15, 2015",$3000.00,$3000.00,Lukas C Rydelius,"882 FULLER AVE
Saint Paul, MN
(44.953912, -93.137438)",1
B 15-003442-RPR,Building Permit,Active/Issued,Single Family Dwelling,Repair,"THURSDAY, JANUARY 15, 2015",$1950.00,$1950.00,FAVORS HOMES LLC,"1341 REANEY AVE
Saint Paul, MN
(44.964023, -93.043965)",1
B 15-003573-EXP,Building Permit,Active/Issued,2-Family/Duplex,Express Repair,"THURSDAY, JANUARY 15, 2015",,$5800.00,REVERED CONSTRUCTION LLC,"1336 HEWITT AVE
Saint Paul, MN
(44.966549, -93.156634)",1
